nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm1030000	Khystan Heart	\N	\N	actor	tt0290541
nm1030001	Herbert Hebbelinck	\N	\N	actor	tt0292639
nm1030002	Pervis Hebert	\N	\N		tt0292445
nm1030003	Tove Hebo	\N	\N	director,writer	tt0293193
nm1030004	Robert Heckstall	\N	\N	actor	tt0293700
nm1030005	Lexi Hederia	\N	\N	assistant_director	tt0293351
nm1030006	Jesse Heffring	\N	\N	writer,producer,director	tt7319058,tt3438206,tt0459543,tt0290535
nm1030007	Touko Heikkinen	\N	\N	actor	tt0185819,tt0275868
nm1030008	Raquel Romero Heilner	\N	\N		tt0292445
nm1030009	Irmeli Heinänen	1923	1983	actress	tt1650543,tt1869804,tt0292635
nm1030010	Andrea Helgadóttir	\N	\N	miscellaneous	tt0168629
nm1030011	Sammy Helm	\N	\N	director	tt0126506
nm1030012	Karmen Helms	\N	\N	actress	tt0290266
nm1030013	Kimber Holmes	\N	\N	actress	tt0290266
nm1030015	Michael Smith Hemenway	\N	\N	producer	tt0291180
nm1030016	Wayne Hemingway	1961	\N	writer	tt0106131,tt0419677,tt1313051,tt0318224
nm1030017	Andre Hemmers	\N	\N	actor	tt0061170,tt0064179
nm1030018	Rosemary Henderson	\N	\N	actress	tt0170930,tt7873888,tt0111958
nm1030019	W. Bothwell Henderson	\N	\N	producer	tt0177459,tt0229103
nm1030020	Ann-Christine Hendrickx	\N	\N	actress	tt0162076
nm1030021	Margaret Heneghan	\N	\N	actress	tt0312249,tt0046605
nm1030022	Yo Henmi	\N	\N	writer	tt0940689,tt0289054
nm1030024	Frederic Hennessy	\N	\N	actor	tt0170704
nm1030025	Marlène Hennessy	\N	\N	actress	tt0283945
nm1030027	Christel Henning	\N	\N	actress	tt0041677,tt0222726
nm1030028	Yanick Henrico	\N	\N	miscellaneous,location_management,assistant_director	tt0361467,tt0308383,tt0240515,tt0485947
nm1030029	Truls Zeiner Henriksen	\N	\N	director,editorial_department,producer	tt0285344,tt2231297,tt1852008,tt16021640
nm1030030	Raoul Henry	\N	\N	actor	tt0058369,tt0428113,tt0054196,tt0167690
nm1030031	Betty Hensel	\N	\N	assistant_director	tt0275967
nm1030032	Bobbie 'Uke' Henshaw	1897	1969	actor	tt5080094,tt0147656,tt0402567,tt0401917
nm1030033	Máté Herbai	1975	\N	cinematographer,camera_department,miscellaneous	tt11220408,tt5099020,tt5607714,tt15050088
nm1030034	Eric Herbette	\N	\N	writer	tt0274181
nm1030035	Birgit Herdlitschke	1965	\N	director,writer,producer	tt1851905,tt0974250,tt0293269,tt0386947
nm1030036	Connie Hermida	\N	\N	actress	tt0058725
nm1030037	Daniel Hermosillo	\N	\N	art_department	tt0120179,tt0100802
nm1030038	Rogelio Hernández Neri	\N	\N	set_decorator,actor,production_designer	tt0214380,tt0097850,tt0222631
nm1030039	Laurita Hernández	\N	\N	actress	tt0291692,tt0199798
nm1030041	Humberto Herrera	\N	\N	actor,soundtrack	tt0293015,tt0034301
nm1030042	Karl Herrmann Sr.	\N	\N	camera_department	tt0072666
nm1030043	Bronwyn Herron	\N	\N	assistant_director	tt0290641
nm1030044	Angèle Herry-Leclerc	1974	\N	writer,art_director,producer	tt0759057,tt4324330,tt0188318,tt6190050
