nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm6230000	Victoria Hyde	\N	\N	talent_agent	\N
nm6230001	Tiffany White	\N	\N	producer	tt3464466
nm6230002	Derina Dinkin	\N	\N	actress	tt0164299
nm6230003	Larry Sheppard	\N	\N	actor,miscellaneous	tt0164299
nm6230004	Philippe Diot	\N	\N	stunts	tt0414938,tt1349600,tt15423224,tt14060708
nm6230005	Bevan Powrie	\N	\N	actor	tt2531120
nm6230006	Rachele Cremona	\N	\N	actress	tt3462828
nm6230008	Jian-Shuan Ding	\N	\N	camera_department,sound_department	tt4057142,tt4845078
nm6230022	Neil Grant	\N	\N	actor	tt5197646
nm6230023	Louis Atkinson	\N	\N	actor	tt2115325
nm6230024	Kelly Marie Nicholson	\N	\N	actress,editor,director	tt7875924,tt8168640,tt3484496,tt22005934
nm6230028	Aruna Chugh	\N	\N	make_up_department	tt3347026,tt3880646
nm6230029	Odis Palmer	\N	\N	soundtrack	tt0423776
nm6230030	Mayte Calderón	\N	\N	producer,actress,location_management	tt6390790,tt3487886,tt4982390,tt3478204
nm6230031	Pablo Calderón Ramirez	\N	\N	actor,producer,miscellaneous	tt3477532,tt3477552,tt3478204,tt3922462
nm6230032	Alex Fleig	\N	\N	actor,visual_effects	tt0319930,tt0432028
nm6230033	Shpend Gashi	\N	\N	actor,visual_effects	tt0432028,tt7285420
nm6230034	Fabienne Kaeser	\N	\N	visual_effects	tt0432028
nm6230035	Roger Balmer	\N	\N	visual_effects	tt0432028
nm6230036	Gleb Vdovine	\N	\N	visual_effects	tt0432028
nm6230037	Erik Hoff	\N	\N	sound_department,art_department,actor	tt4675986,tt5815368,tt1733785,tt3259248
nm6230038	Dusan Bocvarov	\N	\N	art_department	tt3150114,tt1900908
nm6230039	Alie Stone	\N	\N	miscellaneous	tt1334102
nm6230040	Tracey Harmon	\N	\N	miscellaneous	tt1334102
nm6230041	Michelle Petrulio	\N	\N	miscellaneous	tt1200227,tt1334102
nm6230043	Nick Reed	\N	\N		\N
nm6230044	Teresa Peters	\N	\N		\N
nm6230045	Rob Gomez	\N	\N		\N
nm6230047	Nik Zuber	\N	\N	visual_effects	tt0432028
nm6230048	Blayne Farlough	\N	\N	actor	tt2356777
nm6230049	Sara CF de Gouveia	\N	\N	director,cinematographer,editor	tt3477534,tt9548736,tt4982216,tt4982172
nm6230050	Calum MacNaughton	\N	\N	director,writer,producer	tt3477534
nm6230051	Mac McKenzie	\N	\N		\N
nm6230052	Hilton Schilder	\N	\N		tt3477534
nm6230053	Denver Turner	\N	\N		tt3477534
nm6230054	Kyle Shepherd	\N	\N	composer,music_department	tt7914022,tt19671142,tt9839146,tt11564468
nm6230055	Graeme Arendse	\N	\N		tt3477534
nm6230056	uMthwakazi	\N	\N		tt3477534
nm6230057	Lee Thomson	\N	\N		tt3477534
nm6230058	Iain Harris	\N	\N		tt3477534
nm6230059	Achmat Sabera	\N	\N		tt3477534
nm6230060	Florian Beck	\N	\N		tt15275848
nm6230061	Martin Bernstein	\N	\N		\N
nm6230064	Erick Medina	\N	\N	camera_department	tt3469906
nm6230065	Miguel A. Marinao	\N	\N	camera_department	tt3469906
nm6230066	Jose Luis Alcántara	\N	\N	camera_department,cinematographer	tt3469906,tt15428008,tt0239169,tt5352744
nm6230067	Brianda Carreras	\N	\N	actress,producer	tt11318466,tt3469906
nm6230068	Asyadel Camarena	\N	\N	producer	tt3469906
nm6230069	Paola Then	\N	\N	assistant_director,producer,production_manager	tt5306676,tt5648760,tt3469906
nm6230070	Ulises Matos	\N	\N	producer	tt3469906
nm6230071	José Ferreras	\N	\N	producer	tt3469906,tt7227100
nm6230072	Abelardo Guridy	\N	\N	producer	tt3469906
nm6230073	Laura Naninta	\N	\N	producer	tt3469906
nm6230074	Ana Paula Reyes	\N	\N	producer	tt3469906
nm6230075	Patricia Espinal	\N	\N	producer	tt0487291,tt7228448,tt3469906
nm6230076	Jeannette Frias	\N	\N	producer	tt3469906
nm6230077	Alejandro Encarnación	\N	\N	camera_department,producer	tt3587714,tt3130336,tt3469906,tt4457716
nm6230078	Lore Durán	\N	\N	producer	tt3469906
nm6230079	Carlos Pérez	\N	\N	sound_department	tt6082738,tt3469906,tt7712420,tt4301034
nm6230080	Elpidio Alba	\N	\N	sound_department	tt3469906
nm6230081	Anne Teather	\N	\N	writer	tt3477538
nm6230082	Sian James	\N	\N	writer	tt0928377,tt3477538
nm6230083	Rhys Mwyn	\N	\N		tt3477538
nm6230084	Stephen Richardson	\N	\N	composer	tt3477538,tt5331530,tt6234026
nm6230088	Duane Family	\N	\N		tt0198197
nm6230089	Neil Martin	\N	\N		tt1423560,tt0198197
nm6230091	Maikel Samsom	\N	\N	art_department,special_effects,costume_department	tt1925435,tt11076836,tt9681986,tt22325798
nm6230092	Tsuyoshi Nishiwaki	\N	\N		tt3289110
nm6230093	Takayuki Ueda	\N	\N		tt3289110
nm6230096	Carlos Mendez	\N	\N	camera_department	tt3467072
nm6230097	Arturo Moxy	\N	\N	sound_department	tt4393364,tt3467072
nm6230098	Bonnie Cochrane	\N	\N	actress	tt0389604
nm6230099	Diane Oliver	\N	\N	miscellaneous	tt0389604
nm6230100	Lorna Oliver	\N	\N	miscellaneous	tt0389604
nm6230101	Jason Mitura	\N	\N	miscellaneous	tt0389604
nm6230102	Danny Williams	\N	\N	miscellaneous	tt0389604
nm6230103	Mat Masters	\N	\N	miscellaneous	tt0389604
nm6230105	Stuart Dobbs	\N	\N	miscellaneous	tt0389604
nm6230109	Alex Cruz	\N	\N	editor,sound_department	tt3073976,tt3511060,tt6486552,tt4518478
nm6230111	Milagros Cuba	\N	\N	miscellaneous	tt3073976
nm6230115	Natacha Vaugoyeau	\N	\N	art_director,production_designer,set_decorator	tt3073976
nm6230116	Maribel Valdéz	\N	\N	actor	tt3073976
nm6230119	Reto Jost	\N	\N	actor	tt0432028
nm6230120	Roman Kölbener	\N	\N	actor	tt0432028
nm6230121	Elllen Schippert	\N	\N	actor	tt0432028
nm6230122	Ruedi Schippert	\N	\N	actress	tt0432028
nm6230123	Marc Arnold	\N	\N	actor	tt0432028
nm6230124	Darko Veljaca	\N	\N	actor	tt0432028
nm6230125	Michael Steiner	\N	\N	actor	tt0432028
nm6230126	David Dorig	\N	\N	actor	tt0432028
nm6230127	Pascal Kehl	\N	\N	actor	tt0432028
nm6230128	Christian Aerni	\N	\N	actor	tt0432028
nm6230129	Megan Ramsay	\N	\N	soundtrack	tt0423776
nm6230130	Susan Jarvis	\N	\N	art_department,camera_department,miscellaneous	tt3468544
nm6230131	Erik Sternberger	\N	\N	actor,producer,writer	tt5684470,tt8987532,tt4728904,tt4643030
nm6230132	Anne Tull	\N	\N	art_department,art_director,miscellaneous	tt3468544
nm6230133	Carrie Beyer	\N	\N		\N
nm6230134	Samantha Deafenbaugh	\N	\N		\N
nm6230137	David Miles	\N	\N	camera_department	tt3357442
nm6230138	Dasiram Bhusa	\N	\N	camera_department	tt3357442
nm6230139	Uneen Umminiyill	\N	\N	camera_department	tt3357442
nm6230141	Shreen Farid	\N	\N	make_up_department	tt3357442
nm6230142	Aleksey Tsitsilin	\N	\N	writer,director,actor	tt3477554,tt8255452,tt17164334,tt13932162
nm6230144	Aleksey Zamyslov	\N	\N	writer,director,art_director	tt10986582,tt21249354,tt12227864,tt17164334
nm6230145	Scott Moffett	\N	\N	cinematographer	tt3477556
nm6230146	Dan Simpson	\N	\N	cinematographer	tt3477556
nm6230147	Brooke Storms	\N	\N	actress,miscellaneous	tt4800638,tt3418064,tt5471192,tt7144142
nm6230148	Abel Valko	\N	\N	actor	tt3477564,tt9668280,tt4982390,tt3477794
